Timestamp,Amplitude,Machine_ID,File,Dom_Freq,RMS,Peak,Crest_Factor,Kurtosis,Skewness,Duration_hr,Window_size,Data_Split,Anomaly_Score,Is_Anomaly,Anomaly_Pct,DI_Raw,DI,RUL_hr_Raw,RUL_hr,Risk_Level,Velocity_RMS,ISO_Zone
2024-10-16 10:53:13.599600,0.807,A_Cooling Pump OAH 02,A_Cooling Pump OAH 02_M1H_1480_Oct24.txt,1110.83984375,0.5834309823106758,1.215,2.08250853100994,-1.1792302629980203,-0.13753137443358174,2642.555999888889,125,Test,-0.44487522266213114,0,0.0,0.1957154232151398,0.18152699835124417,5553.951442861924,9716.301197597077,1_Normal,3.9951806335732565,B
2024-10-16 11:46:26.799600,-0.342,A_Jockey pump,A_Jockey pump_M1A_2925__Oct24.txt,144.04296875,0.4965488450495077,1.211,2.4388335802904253,-0.4272361671765963,0.39849867237712067,2642.521888777778,125,Test,-0.5143217605183651,0,0.0,0.4641569200091622,0.44156407503086403,10000.0,9928.43651609344,2_Warning,6.947802572761748,C
2024-10-16 12:12:21.533200,0.021,A_CH-06,A_CH-06 A_NAA_1490__Oct24.txt,3117.67578125,0.2809253426090284,0.966,3.438636000546853,0.18707315725209162,0.030919988084173695,2643.2595925555556,500,Test,-0.5570289196780153,0,35.0,0.5463072843929986,0.5414188494104388,10000.0,9970.077008645008,4_Critical,3.057508970970575,B
